code_externe,nom,categorie,prix_vente,unite,origine,taux_tva
SE3,CAKE NOIX,GATIND2,12.605,kg,fabrique,19
SE4,CAKE NOIX IND,GATIND2,2.101,pièce,fabrique,19
GTS47,CAKE ORANGE,GATIND2,6.303,pièce,fabrique,19
GE48,CAKE ORANGE IND,GATIND2,2.101,pièce,fabrique,19
SE2,CAKE PM,GATIND2,1.513,pièce,fabrique,19
GTS471,CAKE VANILLE,GATIND2,5.882,pièce,fabrique,19
GTS400,CALISSON,GTV,78.992,kg,achete,19
PFCALIAMAN,CALISSON AMANDE,Non classé,63.025,kg,achete,19
PFCALIFRAM,CALISSON FRAMBOISE,Non classé,65.546,kg,achete,19
PFCALINOIS,CALISSON NOISETTE,Non classé,73.95,kg,achete,19
PFCALIPIST,CALISSON PISTACHE,Non classé,138.655,kg,achete,19
SA46,CANAPES  SAUMON,SALE,2.941,pièce,fabrique,19
SA48,CANAPES OEUF DE LUMP,SALE,2.941,pièce,fabrique,19
SA49,CANAPES THON,SALE,0.973,pièce,fabrique,19
GA103,CANNOLAIT/KG,RAMADAN,37.815,kg,fabrique,19
GA102,CANNOLI,RAMADAN,1.681,pièce,fabrique,19
SA460,CANPE BOUTRAG,FLLTAGE,2.941,pièce,fabrique,19
AUTRE CARAF A EA,CARAF AEAU,Non classé,4.0,pièce,achete,19
MATERIEL,CARAFES,Non classé,3.982,pièce,achete,19
SFCARAMEL,CARAMEL BEURRE SALEE,Non classé,0,kg,fabrique,19
MPCARCASSE DE PO,CARCASSE DE POULET,Non classé,2.0,pièce,achete,19
5387,CARCOCARTE GUIMAUVE SPGM 24PCS,EPFINE,96.999,pièce,achete,19
852369 GAT,CAROTTE CAKE IND,GATIND1,4.202,pièce,fabrique,19
PFCHABAKIA,CHABAKIA,RAMADAN,33.0,pièce,achete,19
GECHAMIA,CHAMIA,RAMADAN,52.0,kg,fabrique,19
SA52,CHAPATI ESCALOPE,SANDWICH,4.202,pièce,fabrique,19
SA323,CHAPPATI,SANDWICH,3.54,pièce,fabrique,19
GE229,CHARLOTTES AU CHOCOLAT,ENTREMET,25.21,kg,fabrique,19
GE228,CHARLOTTES AUX FRUITS 8P,ENTREMET,46.218,kg,fabrique,19
GE208,CHARLOTTES IND,GATIND1,3.361,pièce,fabrique,19
SE13,CHAUSSON,FLLTAGE,3.277,pièce,fabrique,19
SACHWARMA,CHAWARMA,SALE,1.77,pièce,fabrique,19
GECHCAKE6,CHEESE CAKE 6P,ENTREMET,37.815,pièce,fabrique,19
GE230,CHEESE CAKE 8P,ENTREMET,50.42,kg,fabrique,19
GECHE.CAKE,CHEESECAKE  LOTUS,GATIND1,5.882,pièce,fabrique,19
SHESSECITRON,CHEESECAKE CITRON,GATIND1,5.042,pièce,achete,19
SHESSE FRUITS RO,CHEESECAKE FRAISE,GATIND1,5.882,pièce,fabrique,19
GESHESSE CH,CHEESECAKE OREO,GATIND1,5.882,pièce,fabrique,19
SHESSECARAMEL,CHESSECAKE CARAMEL,GATIND1,8.403,pièce,fabrique,19
GEPRLI CH,CHOCO MIX 8 P,ENTREMET,33.613,pièce,fabrique,19
GIPRLI CHCO12,CHOCO MIXTE 12P,GATIND1,50.42,pièce,fabrique,19
GEPRLI CH I,CHOCO MIXTE IND,GATIND2,4.622,pièce,fabrique,19
PFCHOCO POPS,CHOCO POPS KARTAGO 250G,EPFINE,50.467,pièce,achete,7
PFCHOCOPOPS50G,CHOCO POPS KATAGO 50G,EPFINE,13.452,pièce,achete,7
PFCHOCILAT 45G,CHOCOLAT 45G,CHOCOLAT,7.0,pièce,achete,19
VI31,CHOCOLAT A LA CREME,VIENNOIS,0.924,pièce,fabrique,19
CH01,CHOCOLAT DUBAI,CHOCOLAT,134.454,kg,fabrique,19
CH1,CHOCOLAT PRALINE,CHOCOLAT,108.403,kg,fabrique,19
CHO1,CHOCOLAT PRALINE FRAMBOISE,CHOCOLAT,75.63,kg,fabrique,19
CH2,CHOCOLAT PRALINE PRESTIGE,CHOCOLAT,79.832,kg,fabrique,19
PFCHOCOLATTABLET,CHOCOLAT TABLETTE,CHOCOLAT,7.983,pièce,fabrique,19
CU88,CHORBA  AU POULET,PLAT,11.345,pièce,fabrique,19
CU7,CHORBA FRIK,PLAT,5.042,pièce,fabrique,19
GE2855,CHOU VIDE,GATIND2,0.252,pièce,fabrique,19
GE28560,CHOUC CARAMELISE A LA CREME,FLLTAGE,1.261,pièce,fabrique,19
1245,CHOUFEN,Non classé,0,kg,achete,19
GE2791,CHOUX A LA CREME,GTXSEC,0.84,pièce,fabrique,19
GE2856,CHOUX CARAMALISE,GATIND1,41.176,kg,fabrique,19
GE2790,CHOUX CHANTILLY,GATIND2,3.95,pièce,fabrique,19
GE2781,CHOUX MOUSLINE,GATIND2,2.521,pièce,fabrique,19
GE247,CIGARE,GATIND2,2.521,pièce,fabrique,19
DIV14,CITRON MENTHE,BOISSONS,8.411,litre,achete,7
DIV111,CITRONADE,BOISSONS,1.121,litre,fabrique,7
DIV1,CITRONNADE 1L,BOISSONS,7.009,litre,achete,7
BOISSON CIT,CITRONNADE 25 CL,BOISSONS,2.991,pièce,achete,7
BOISSON CL2,CITRONNADE 33 CL,BOISSONS,2.689,litre,achete,7
PFBOCITM25,CITRONNADE MENTHE 25CL,BOISSONS,3.271,pièce,achete,7
SA36,CLUB SANDWICH,SANDWICH,4.37,pièce,fabrique,19
SA3666,CLUB SANDWICH FARINE SP,SANDWICH,3.529,pièce,fabrique,19
SA366,CLUB SANDWICH SALAMI DE BOEUF,SANDWICH,4.622,pièce,fabrique,19
BOISSCOCA33CL,COCA BT 33CL,BOISSONS,24.896,carton,achete,19
BOISSCOLIGHT,COCA LIGHT,Non classé,19.716,pièce,achete,19
BOISSCOZERO,COCA ZERO,BOISSONS,19.716,pièce,achete,19
CUI10,COCKTAIL 800 PERS ( MONTANT FORFAITAIRE GLOBALE ),Non classé,6151.261,pièce,fabrique,19
COC DEJEU,COCKTAIL DEJEUNATOIRE,Non classé,28.978,pièce,achete,19
CUI110,COCKTAIL DINATOIRE,Non classé,12.5,pièce,fabrique,19
COC ENTE,COCKTAIL ENTREPRISE,Non classé,9.4,pack,fabrique,7
CUI115,COCKTAIL EVENEMENT,Non classé,82.0,pièce,fabrique,19
CCPK50,COCONUT POPS KARTAGO 50,Non classé,14.4,pièce,achete,7
GTSCOTF SEC,COCTAIL FRUIT SEC,GTV,83.193,kg,achete,19
GE2640,COEUR MOUSSE IND,GATIND1,5.042,pièce,fabrique,19
GECOEURIND,COEUR MOUSSE IND AU BEURRE,GATIND1,4.622,pièce,fabrique,19
GECOEUR,COEUR PM,Non classé,2.521,pièce,fabrique,19
GTS16,COFFERT CARRE CHOCOLAT,CHOCOLAT,29.412,kg,fabrique,19
COSTVALCOE,COFFERT ST VALENTIN COEUR,CHOCOLAT,33.613,pièce,fabrique,19
EMBCOFALUMRG,COFFRET ALUMETTE ROUGE PM,Non classé,0,pièce,achete,19
PFEFCOCERA,COFFRET CERAMIC,EPFINE,92.437,pièce,achete,19
PFCFCHOC22,COFFRET CHOCOLAT,CHOCOLAT,25.21,pièce,fabrique,19
PFCH5,COFFRET CHOCOLAT COEUR,CHOCOLAT,37.815,pièce,fabrique,19
CH200,COFFRET CHOCOLAT GOLD GM,CHOCOLAT,49.58,pièce,fabrique,19
CH21,COFFRET CHOCOLAT MM,CHOCOLAT,26.891,pièce,fabrique,19
PFGTCODNGM,COFFRET DATTES NOMADES GM 570G,GTV,52.101,pièce,fabrique,19
PFGTCODNMM,COFFRET DATTES NOMADES MM 360G,GTV,36.134,pièce,fabrique,19
PFGTCODNPM,COFFRET DATTES NOMADES PM 140G,GTV,16.807,pièce,fabrique,19
PFEFCODEC,COFFRET DECOUVERTE (UNE BOUTEILLE),Non classé,52.5,pièce,achete,19
GT35,COFFRET DF 250G,GTV,6.933,pièce,fabrique,19
GT36,COFFRET DF 580,GTV,27.731,pièce,fabrique,19
PFGTCODAGM,COFFRET DOUCEUR AMANDE GM 580G,GTV,44.538,pièce,fabrique,19
PFGTCODAMM,COFFRET DOUCEUR AMANDE MM 410G,GTV,31.092,pièce,fabrique,19
PFGTCODAPM,COFFRET DOUCEUR AMANDE PM 100G,GTV,11.765,pièce,fabrique,19
PFEFCOFECH,COFFRET FECHKA,EPFINE,0,pièce,achete,19
PFEFCOGOUR,COFFRET GOURMET,EPFINE,88.235,pièce,achete,19
GT37,COFFRET GTV 250G,GTV,9.244,pièce,fabrique,19
GT39,COFFRET GTV 875G,GTV,38.655,pièce,fabrique,19
PFHUILE DOLIVE,COFFRET HUILE 26000,EPFINE,26.0,pièce,achete,19
PFEFCOHOEV,COFFRET HUILE D'OLIVE EXTRA VIERGE 500ML,EPFINE,39.496,pièce,achete,19
PFEFCOHOOR,COFFRET HUILE D'OLIVE ORGANIC,EPFINE,82.0,pièce,achete,19
GT38,COFFRET PRESTIGE,GTV,37.815,pièce,fabrique,19
PFGTCOPOGM,COFFRET PRESTIGE ORIENTAL GM 390G,GTV,48.739,pièce,fabrique,19
PFGTCOPOMM,COFFRET PRESTIGE ORIENTAL MM 320G,GTV,37.815,pièce,fabrique,19
PFGTCOPOPM,COFFRET PRESTIGE ORIENTAL PM 90G,GTV,14.286,pièce,fabrique,19
COSTVAARG,COFFRET ST VALENTIN ARGENT,CHOCOLAT,40.336,pièce,fabrique,19
COSTVBL,COFFRET ST VALENTIN BLAN,CHOCOLAT,21.008,pièce,fabrique,19
COSTVB,COFFRET ST VALENTIN BLEU,CHOCOLAT,22.689,pièce,fabrique,19
COSTVR,COFFRET ST VALENTIN ROUGE,CHOCOLAT,36.134,pièce,fabrique,19
GT34,COFFRET T 250G,GTV,37.815,pièce,fabrique,19
PFGTCOTTGM,COFFRET TRESORS DE TUNISIE GM 580G,GTV,65.546,pièce,fabrique,19
PFGTCOTTMM,COFFRET TRESORS DE TUNISIE MM 400G,GTV,48.739,pièce,fabrique,19
PFGTCOTTPM,COFFRET TRESORS DE TUNISIE PM 100G,GTV,16.807,pièce,fabrique,19
GECR12,CONCERTO 12P,ENTREMET,78.151,pièce,fabrique,19
GECR24,CONCERTO 30*40,ENTREMET,152.941,pièce,fabrique,19
GECR48,CONCERTO 60*40,ENTREMET,306.723,pièce,fabrique,19
GECR6,CONCERTO 6P,ENTREMET,37.815,pièce,fabrique,19
GECR8,CONCERTO 8P,ENTREMET,52.101,pièce,fabrique,19
GE12,CONCERTO ENTREMET,ENTREMET,50.42,kg,fabrique,19
GE13,CONCERTO GATEAU IND,GATIND1,6.639,pièce,fabrique,19
GE144,CONCERTO SOIREE,ENTREMET,33.613,kg,fabrique,19
PFEFCABF,CONFITURE ABRICOT,EPFINE,7.563,pièce,fabrique,19
EPCONOR,CONFITURE D ORANGE 200G,GATIND2,5.042,pièce,fabrique,19
EPCON ORANGE,CONFITURE D ORANGE 380 G,GATIND2,7.563,pièce,fabrique,19
PFEFCFIF,CONFITURE FIGUE,EPFINE,7.563,pièce,fabrique,19
PFEFCFRF,CONFITURE FRAISE,EPFINE,7.563,pièce,fabrique,19
PFEFCORF,CONFITURE ORANGE,EPFINE,7.563,pièce,achete,19
SE50,COOKISE,GTXSEC,27.731,kg,fabrique,19
SE355,CORNE DE GAZELLE,RAMADAN,35.294,kg,fabrique,19
MPCORNET,CORNET GLACE,GLACE,0.112,pièce,achete,19
GE246,CORNET MOUSSE CHOCOLAT,GATIND2,4.622,pièce,fabrique,19
GE3122,CORONE FRAISEE,Non classé,2.521,pièce,fabrique,19
GE15,COSTA RICA ENTREMET,ENTREMET,42.017,kg,fabrique,19
GE16,COSTA RICA GATEAU IND,GATIND1,8.403,pièce,fabrique,19
GE145,COSTA RICA SOIREE,GATIND1,33.613,kg,fabrique,19
GECOS12,COSTARICA 30*20,ENTREMET,69.748,pièce,fabrique,19
GECOS24,COSTARICA 30*40,ENTREMET,153.782,pièce,fabrique,19
GECOS48,COSTARICA 60*40,ENTREMET,306.723,pièce,fabrique,19
GECOS6,COSTARICA 6P,ENTREMET,37.815,pièce,fabrique,19
GECOS8,COSTARICA 8P,ENTREMET,52.941,pièce,fabrique,19
CU4,COUCOUS POULET  CDG,PLAT,5.31,pièce,fabrique,19
GE3009,COURONNE  DE 8P,VIENNOIS,14.286,pièce,fabrique,19
GE2000,COURONNE BRIOCHE,VIENNOIS,12.605,pièce,fabrique,19
GE3116,COURONNE CARAMEL NOISETTE,VIENNOIS,2.101,pièce,fabrique,19
GE30010,COURONNE DE 10 P,VIENNOIS,21.008,pièce,fabrique,19
GE30090,COURONNE DE 12 P,VIENNOIS,21.008,pièce,fabrique,19
GE3007,COURONNE DE 6 P,VIENNOIS,11.765,pièce,fabrique,19
GE3114,COURONNE FRAISEE,VIENNOIS,2.521,pièce,fabrique,19
CU54,COUSCOUS AGNEAU,PLAT,11.327,pièce,fabrique,19
CU5,COUSCOUS AU POISSON,PLAT,18.487,pièce,fabrique,19
CU53,COUSCOUS AU POULET,PLAT,11.345,pièce,fabrique,19
CUI55,COUSCOUS AU VIANDE,PLAT,16.807,pièce,fabrique,19
COUVERTS,COUVERTS,XX,2.017,pièce,achete,19
62388,CRACOCARTE GLACE R POPS 60PCS,EPFINE,0,carton,achete,19
CRACOGLACE60582,CRACOCARTE GLACE R POPS NOEL 60PCS,EPFINE,136.968,carton,achete,19
PFCRAGUIBROCHET,CRACOCARTE GUIMAUVE BROCHET 40 P,Non classé,7.563,pièce,achete,19
40119,CRACOCARTE GUIMAUVE BROCHET SM 48PCE,EPFINE,0,pièce,achete,19
65806,CRACOCARTE GUIMAUVE HALLOWEEN 48PCES,EPFINE,0,carton,achete,19
53584,CRACOCARTE GUIMAUVE MICKEY MINNIE 48 PCES,EPFINE,86.7,carton,achete,19
58565,CRACOCARTE GUIMAUVE MIRACULUS SPONGE BOB 48 PCS,EPFINE,0,carton,achete,19
53586,CRACOCARTE GUIMAUVE MM 40PCS,EPFINE,95.4,pièce,achete,19
57636,CRACOCARTE GUIMAUVE NINJA CAT CLOWN 48PCE,EPFINE,96.999,carton,achete,19
53201,CRACOCARTE GUIMAUVE OURISON GM 44 PCES,EPFINE,0,pièce,achete,19
PFCRAGUISAPM1,CRACOCARTE GUIMAUVE SAPM1 52P,Non classé,4.202,pièce,achete,19
108222,CRACOCARTE GUIMAUVE SAPM2 48 PCS,EPFINE,88.998,pièce,achete,19
PFCRAGUISAPM3,CRACOCARTE GUIMAUVE SAPM3 48 PC,Non classé,4.202,pièce,achete,19
CRACOGUIMOV 5360,CRACOCARTE GUIMOVE COEUR 48PCE,EPFINE,0,carton,achete,19
CRACOGUIMOVE5358,CRACOCARTE GUIMOVE MICKEY MINNIE 48 PCE,EPFINE,0,carton,achete,19
CRACOGUIMSCIN143,CRACOCARTE GUIMOVE MM33PCS,EPFINE,1881.6,carton,achete,19
CRACOGUIMOVE5365,CRACOCARTE GUIMOVE OURSON 70 PCE,EPFINE,0,carton,achete,19
CRACOGUIMOV14639,CRACOCARTE GUIMOVE PERE NOEL 44 PCE,EPFINE,0,carton,achete,19
CROCOGUIMOV41185,CRACOCARTE GUIMOVE SNOWMAN 48 PCE,EPFINE,0,carton,achete,19
SFCRAQU,CRAQUELIN VANILL,Non classé,0,kg,fabrique,19
SFCREMECHEESE,CREM CHEESE CAKE,ENTREMET,0,kg,fabrique,19
PFEFCTCD,CREME A TARTINER CHOCOLAT DUBAI,EPFINE,10.924,pièce,achete,19
PFEFCTCN,CREME A TARTINER CHOCOLAT NOISETTE,EPFINE,10.084,pièce,achete,19
PFEFCTNE,CREME A TARTINER NOISETTE BLANCHE,EPFINE,10.084,pièce,achete,19
PFCREBSISFERROCH,CREME BSISA FERRERO ROCHER,Non classé,27.897,kg,achete,19
PFCREBSISFRR,CREME BSISA FRUITS ROUGES,Non classé,22.0,kg,achete,19
PFCREBSISNOIS,CREME BSISA NOISETTE,Non classé,30.0,kg,achete,7
PFCREBSISPIS,CREME BSISA PISTACHE,Non classé,38.794,kg,achete,19
SFCRECITRON,CREME CITRON,Non classé,0,kg,fabrique,19
GECRNOISET,CREMEUX NOISETTE,GATIND1,4.202,pièce,fabrique,19
GECRNOISET12,CREMEUX NOISETTE 12 P,ENTREMET,50.42,pièce,fabrique,19
GECRNOISET24,CREMEUX NOISETTE 30*40,ENTREMET,100.84,pièce,fabrique,19
GECRNOISET48,CREMEUX NOISETTE 60*40,ENTREMET,168.067,pièce,fabrique,19
GECRNOISET6,CREMEUX NOISETTE 6P,ENTREMET,25.21,pièce,fabrique,19
GECRNOISET8,CREMEUX NOISETTE 8P,ENTREMET,33.613,pièce,fabrique,19
CREVAS,CREVETTE ASIATIQUE,FLLTAGE,3.782,pièce,fabrique,19
CU45,CREVETTE FEUILLE DE BRICK,FLLTAGE,3.54,pièce,fabrique,19
CREVP1,CREVETTE PANKO,FLLTAGE,5.042,pièce,fabrique,19
CU46,CREVETTE ROYAL FEUILLE DE BRICK,FLLTAGE,7.08,pièce,fabrique,19
VI1,CROISSANT,VIENNOIS,1.008,pièce,fabrique,19
VI22,CROISSANT A LA CREME AMANDE,VIENNOIS,1.849,pièce,fabrique,19
VI5,CROISSANT A LA CREME ANANAS,VIENNOIS,1.681,pièce,fabrique,19
V124,CROISSANT A LA CREME SB,VIENNOIS,1.008,pièce,fabrique,19
V131,CROISSANT AMANDE PM PUR B,VIENNOIS,0.672,pièce,fabrique,19
V127,CROISSANT AMANDE PUR B,VIENNOIS,1.681,pièce,fabrique,19
V123,CROISSANT AMANDE SB,VIENNOIS,1.176,pièce,fabrique,19
VI2,CROISSANT AUX AMANDES,VIENNOIS,1.345,pièce,fabrique,19
VI8,CROISSANT AUX AMANDES PM,VIENNOIS,0.504,pièce,fabrique,19
V150,CROISSANT CREME CHOCOLAT,VIENNOIS,1.429,pièce,fabrique,19
SA456,CROISSANT FROID,VIENNOIS,3.54,pièce,fabrique,19
VI24,CROISSANT MM,VIENNOIS,0.756,pièce,fabrique,19
VI23,CROISSANT NOISETTE,VIENNOIS,2.101,pièce,fabrique,19
VI7,CROISSANT PM,VIENNOIS,0.672,pièce,fabrique,19
V129,CROISSANT PM PUR B,VIENNOIS,0.672,pièce,fabrique,19
V126,CROISSANT PUR B,VIENNOIS,1.345,pièce,fabrique,19
SA455,CROISSANT SALEE,FLLTAGE,4.202,pièce,fabrique,19
V120,CROISSANT SB,VIENNOIS,0.84,pièce,fabrique,19
VI100,CROISSANT SPOT,VIENNOIS,1.681,pièce,fabrique,19
VI21,CROISSANT SUCRE FRUIT,VIENNOIS,4.202,pièce,fabrique,19
SE7,CROQUANT AMANDE,GATIND2,1.429,pièce,fabrique,19
SE8,CROQUANT ANIS,FLLTAGE,27.731,kg,fabrique,19
SE81,CROQUANT ANIS CHOCOLAT,FLLTAGE,32.773,kg,fabrique,19
SA450,CROQUE CITRON,GATIND1,6.639,pièce,fabrique,19
SA44,CROQUE MONSIEUR,FLLTAGE,4.37,pièce,fabrique,19
SA444,CROQUE MONSIEUR,Non classé,1.77,pièce,fabrique,19
CROUSTI,CROUSTI CHOCOLAT,GATIND1,2.101,pièce,fabrique,19
GECRCH12,CROUSTI CHOCOLAT 12P,ENTREMET,78.151,pièce,fabrique,19
GECROUSCH,CROUSTI CHOCOLAT 30*30,ENTREMET,130.252,pièce,fabrique,19
GECRCH24,CROUSTI CHOCOLAT 30*40,ENTREMET,156.303,pièce,fabrique,19
GECRCH48,CROUSTI CHOCOLAT 60*40,ENTREMET,312.605,pièce,fabrique,19
GE45,CROUSTI MOELLEUX,GATIND1,6.891,pièce,fabrique,19
GECRCH36,CROUSTI MOELLEUX 40*40,ENTREMET,208.403,pièce,fabrique,19
GECRCH6,CROUSTI MOELLEUX CHOCOLAT 6P,ENTREMET,39.496,pièce,fabrique,19
GECRCH8,CROUSTI MOELLEUX CHOCOLAT 8P,ENTREMET,52.101,pièce,fabrique,19
SA003,CROUSTILLANT BRESAOLA,FLLTAGE,2.521,pièce,fabrique,19
SA004,CROUSTILLANT CHEVRE MIEL,FLLTAGE,2.101,pièce,fabrique,19
SA005,CROUSTILLANT SAUMON,FLLTAGE,2.941,pièce,fabrique,19
GECROUS6,CROUSTI_MOELLEUX  8P,ENTREMET,52.101,pièce,fabrique,19
GE46,CROUSTI_moeulleux /kg,GATIND1,46.218,kg,fabrique,19
GECP,CRUMBLE AUX POMME,GATIND1,4.622,pièce,fabrique,19
SA620,CUILERE BOEUF PARMESAN,FLLTAGE,4.202,pièce,fabrique,19
EMBCUILLERE,CUILLERE A MIEL,Non classé,3.0,pièce,achete,19
CUILLERE,CUILLERE BRESAOLA MOZARELLA,SALE,4.0,pièce,fabrique,19
SA62,CUILLERE CREVETTE,SALE,5.042,pièce,fabrique,19
12589,Chocolat couverture blanc said 10kg,Non classé,184.949,pièce,achete,19
GE241,DACQUOISE AMANDE IND,GATIND1,3.529,pièce,fabrique,19
GEDANOIS12,DACQUOISE NOISETTE 12P,ENTREMET,63.025,pièce,fabrique,19
GEDANOIS24,DACQUOISE NOISETTE 30*40,ENTREMET,126.05,pièce,fabrique,19
GEDANOIS40*40,DACQUOISE NOISETTE 40*40,ENTREMET,168.067,pièce,fabrique,19
GEDANOIS6,DACQUOISE NOISETTE 6,ENTREMET,31.092,pièce,fabrique,19
GEDANOIS48,DACQUOISE NOISETTE 60*40,ENTREMET,252.101,pièce,fabrique,19
GEDANOI8,DACQUOISE NOISETTE 8P,ENTREMET,42.017,pièce,fabrique,19
GE243,DACQUOISE NOISETTE IND,GATIND1,5.714,pièce,fabrique,19
GE2233,DACQUOISE NOUGATINE,Non classé,37.815,kg,fabrique,19
GEDANOU12,DACQUOISE NOUGATINE 12P,ENTREMET,56.303,pièce,fabrique,19
GEDANOU24,DACQUOISE NOUGATINE 30*40,ENTREMET,113.445,pièce,fabrique,19
GEDANOU48,DACQUOISE NOUGATINE 60*40,ENTREMET,222.689,pièce,fabrique,19
GEDANOU6,DACQUOISE NOUGATINE 6P,ENTREMET,26.891,pièce,fabrique,19
GEDANOU8,DACQUOISE NOUGATINE 8P,ENTREMET,37.815,pièce,fabrique,19
GE2234,DACQUOISE NOUGATINE IND,GATIND1,5.714,pièce,fabrique,19
GE222,DACQUOISE PISTACHE,Non classé,50.42,kg,fabrique,19
GEDAPIS12,DACQUOISE PISTACHE 12P,ENTREMET,78.151,pièce,fabrique,19
GEDAPIS24,DACQUOISE PISTACHE 30*40,ENTREMET,153.782,pièce,fabrique,19
GEDAPIS48,DACQUOISE PISTACHE 60*40,ENTREMET,306.723,pièce,fabrique,19
GEDAPIS6,DACQUOISE PISTACHE 6P,ENTREMET,37.815,pièce,fabrique,19
GEDAPIS8,DACQUOISE PISTACHE 8P,ENTREMET,52.101,pièce,fabrique,19
PMDATTE DENOOUR,DATTE DEGLET NOUR DENOYAUTEES KARTAGO 800G,Non classé,103.8,pièce,achete,7
DATTE DEGL NOUR,DATTE DEGLET NOUR DENOYAUTEES KATAGO 250G,EPFINE,34.8,pièce,achete,7
KARTAGE DATTE,DATTE EN CUBE,EPFINE,3.361,pièce,achete,19
PFDATTE ENCUBES,DATTE EN CUBES KARTAGO 250G,EPFINE,30.28,pièce,achete,7
GTS25,DATTE FOUREES NOISETTE,GTV,65.546,kg,fabrique,19
DATE FARCI NOI,DATTE FOUREES NOIX,GTV,55.462,kg,fabrique,19
GTS255,DATTES FARCE CHOCOLAT,CHOCOLAT,27.731,kg,fabrique,19
GT26,DATTES FOUREES AMANDES,GTV,54.622,kg,fabrique,19
GTS24,DATTES FOUREES PISTACHE,GTV,110.924,kg,fabrique,19
SE39,DEBLA GM,FLLTAGE,2.941,pièce,fabrique,19
SE38,DEBLA PM,Non classé,1.26,kg,achete,19
SE388,DEBLA PM,FLLTAGE,27.731,kg,achete,19
GTDECHET BAK,DECHE BAK NOISETTE,GTV,50.0,kg,fabrique,19
GT51,DECHET BAKLAOUA,GTV,14.286,pièce,fabrique,19
PFDECHET PISTACH,DECHET BAKLWA PISTACHE,GTV,50.42,kg,fabrique,19
DECORATION,DECORATION FLORAL,Non classé,46.729,pack,achete,7
GEDELNOIS12,DELICE NOISETTE 12,ENTREMET,78.151,pièce,fabrique,19
GEDELNOIS20,DELICE NOISETTE 30*30,ENTREMET,115.126,pièce,fabrique,19
GEDELNOIS24,DELICE NOISETTE 30*40,ENTREMET,153.782,pièce,fabrique,19
GEDELNOIS48,DELICE NOISETTE 60*40,ENTREMET,306.723,pièce,fabrique,19
GEDELNOIS6,DELICE NOISETTE 6P,ENTREMET,37.815,pièce,fabrique,19
GEDELNOIS8,DELICE NOISETTE 8P,ENTREMET,52.101,pièce,fabrique,19
GE19,DELICE NOISETTE ENTREMET,ENTREMET,42.017,kg,fabrique,19
GE111,DELICE NOISETTE GATEAU IND,GATIND1,6.639,pièce,fabrique,19
GE146,DELICE NOISETTE SOIREE,GATIND1,33.613,kg,fabrique,19
GATEAU 12,DELICE PISTACHE,GATIND1,2.101,pièce,fabrique,19
GE115,DELICE PISTACHE  IND,GATIND1,11.765,pièce,fabrique,19
GEDELPIS12,DELICE PISTACHE 12P,ENTREMET,136.134,pièce,fabrique,19
GEDELPIS30,DELICE PISTACHE 30*30,ENTREMET,180.672,pièce,fabrique,19
GEDELPIS24,DELICE PISTACHE 30*40,ENTREMET,271.429,pièce,fabrique,19
GEDELPIS 30PR,DELICE PISTACHE 40*40,ENTREMET,361.345,pièce,fabrique,19
GEDELPIS48,DELICE PISTACHE 60*40,ENTREMET,542.017,pièce,fabrique,19
GEDELPIS6,DELICE PISTACHE 6P,ENTREMET,39.496,pièce,fabrique,19
GEDELPIS8,DELICE PISTACHE 8P,ENTREMET,91.597,pièce,fabrique,19
GE114,DELICE PISTACHE ENTREMET,ENTREMET,58.824,kg,fabrique,19
GE147,DELICE PISTACHE SOIREE,GATIND1,33.613,kg,fabrique,19
GE155,DIAMANT,Non classé,21.008,kg,fabrique,19
CUE53,DINER,Non classé,23.529,pack,achete,19
GU5711,DOIGT DE FATMA CREVETTE,FLLTAGE,2.941,pièce,fabrique,19
CU570,DOIGT DE FATMA THON/RICOTTA,FLLTAGE,1.681,pièce,fabrique,19
GT200,DOIGT MAROCAIN,FLLTAGE,33.613,kg,fabrique,19
GEDOME,DOME CHOCOLAT IND,GATIND1,6.05,pièce,fabrique,19
GE143,DOME CITRON IND,Non classé,6.05,pièce,fabrique,19
PF,DONIA,Non classé,0,pièce,achete,19
GE200,DONUTS,GATIND2,2.941,pièce,fabrique,19
G201,DONUTS PM,FLLTAGE,2.521,pièce,achete,19
GE202,DONUTS VIDE MNI,FLLTAGE,0,pièce,achete,19
GE117,DOUCEUR NOISETTE ENTREMET,ENTREMET,33.613,kg,fabrique,19
GE118,DOUCEUR NOISETTE GATEAU IND,GATIND1,3.782,pièce,fabrique,19
CU8,DOUIDA MFAOURA AU POULET,PLAT,11.345,pièce,fabrique,19
CU24,DOULMA,PLAT,10.084,pièce,fabrique,19
MPDRAGEE,DRAGEE,GTV,21.186,kg,achete,19
GT GH201,DROO IND,GTV,2.521,pièce,fabrique,19
P2,Déjeuner,Non classé,28.037,pièce,fabrique,7
BOISSEAU,EAU,Non classé,1.261,pièce,achete,19
BOISSEAUTIJ0.5,EAU  0.5 L,BOISSONS,0.614,pièce,achete,19
BOISSON EAU,EAU 0.75 MARWA,BOISSONS,0.92,pièce,achete,19
BOISSON GARCI,EAU GARCI,BOISSONS,0.66,pièce,achete,19
BOISSMARWA1.5,EAU MARWA 1.5,Non classé,0,pièce,achete,19
BOISSEAU1.5L,EAU MINERAL 1.5L,Non classé,2.252,pièce,achete,19
BOISSEAU0.5L,EAU MINERALE 0.5L,BOISSONS,3.689,pièce,achete,19
GE276,ECLAIR CAFE,GATIND2,3.193,pièce,fabrique,19
